Cancer Type,Sentence
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Diagnosis Age <= 59.5 AND SNP_event > 832.5 AND Protein_position <= 213.0 AND Start_Position > 30723113.0 AND chr_18 is 0 AND Codons > 601.5 AND TMB (nonsynonymous) <= 0.18333333730697632 AND Hugo_Symbol > 335.5, then the class is Colorectal Carcinoma."
Esophageal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Diagnosis Age <= 59.5 AND SNP_event > 832.5 AND Start_Position > 30723113.0 AND chr_18 is 0 AND Codons > 601.5 AND TMB (nonsynonymous) <= 0.18333333730697632 AND Hugo_Symbol > 335.5 AND Protein_position > 213.0, then the class is Esophageal Carcinoma."
Gastric Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Diagnosis Age <= 59.5 AND SNP_event > 832.5 AND Protein_position <= 1305.5 AND Start_Position > 30723113.0 AND chr_18 is 0 AND Codons > 601.5 AND TMB (nonsynonymous) <= 0.18333333730697632 AND Hugo_Symbol > 360.5, then the class is Gastric Cancer."
Intrahepatic Cholangiocarcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND TMB (nonsynonymous) > 0.18333333730697632 AND Diagnosis Age <= 59.5 AND Protein_position <= 118.0 AND Start_Position > 30723113.0 AND chr_18 is 0 AND Codons > 601.5 AND Hugo_Symbol <= 411.5 AND chr_8 is 0 AND Exon_Number <= 165.5 AND SNP_event <= 1051.5, then the class is Intrahepatic Cholangiocarcinoma."
Pancreatic Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND TMB (nonsynonymous) > 0.18333333730697632 AND Diagnosis Age <= 59.5 AND SNP_event > 1051.5 AND Protein_position <= 118.0 AND Start_Position > 30723113.0 AND chr_18 is 0 AND Codons > 601.5 AND Hugo_Symbol <= 411.5 AND chr_8 is 0 AND Exon_Number <= 165.5, then the class is Pancreatic Cancer."
Esophageal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND TMB (nonsynonymous) > 0.18333333730697632 AND Diagnosis Age <= 59.5 AND SNP_event > 832.5 AND Start_Position > 30723113.0 AND chr_18 is 0 AND Codons > 601.5 AND Hugo_Symbol <= 411.5 AND chr_8 is 0 AND Exon_Number <= 165.5 AND Protein_position > 118.0, then the class is Esophageal Carcinoma."
Extrahepatic Cholangiocarcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND TMB (nonsynonymous) > 0.18333333730697632 AND Diagnosis Age <= 59.5 AND SNP_event > 832.5 AND Protein_position <= 376.5 AND Start_Position > 30723113.0 AND chr_18 is 0 AND Hugo_Symbol <= 411.5 AND chr_8 is 0 AND Exon_Number > 165.5 AND Codons <= 735.5 AND End_Position <= 37716990.0, then the class is Extrahepatic Cholangiocarcinoma."
Gastric Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND TMB (nonsynonymous) > 0.18333333730697632 AND Diagnosis Age <= 59.5 AND SNP_event > 832.5 AND Protein_position <= 376.5 AND chr_18 is 0 AND Hugo_Symbol <= 411.5 AND chr_8 is 0 AND Exon_Number > 165.5 AND Codons <= 735.5 AND End_Position > 37716990.0 AND Start_Position <= 52992168.0, then the class is Gastric Cancer."
Pancreatic Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND TMB (nonsynonymous) > 0.18333333730697632 AND Diagnosis Age <= 59.5 AND SNP_event > 832.5 AND Protein_position <= 376.5 AND Start_Position > 52992168.0 AND chr_18 is 0 AND Hugo_Symbol <= 411.5 AND chr_8 is 0 AND Exon_Number > 165.5 AND Codons <= 735.5 AND End_Position > 37716990.0, then the class is Pancreatic Cancer."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND TMB (nonsynonymous) > 0.18333333730697632 AND Diagnosis Age <= 59.5 AND SNP_event > 832.5 AND Protein_position <= 376.5 AND Start_Position > 30723113.0 AND chr_18 is 0 AND Codons > 735.5 AND Hugo_Symbol <= 411.5 AND chr_8 is 0 AND Exon_Number > 165.5, then the class is Colorectal Carcinoma."
Gastric Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND TMB (nonsynonymous) > 0.18333333730697632 AND Diagnosis Age <= 59.5 AND SNP_event > 832.5 AND Start_Position > 30723113.0 AND chr_18 is 0 AND Codons > 601.5 AND Hugo_Symbol <= 411.5 AND chr_8 is 0 AND Protein_position > 376.5, then the class is Gastric Cancer."
Esophageal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND TMB (nonsynonymous) > 0.18333333730697632 AND Diagnosis Age <= 59.5 AND SNP_event > 832.5 AND Start_Position > 30723113.0 AND chr_18 is 0 AND Hugo_Symbol <= 411.5 AND chr_8 is 0 AND Protein_position > 456.0 AND Codons <= 869.0 AND chr_3 is 0, then the class is Esophageal Carcinoma."
Esophageal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Diagnosis Age <= 59.5 AND SNP_event > 832.5 AND chr_18 is 0 AND Hugo_Symbol <= 411.5 AND chr_8 is 0 AND Protein_position > 456.0 AND Codons <= 869.0 AND chr_3 is 1 AND Start_Position <= 178936088.0 AND TMB (nonsynonymous) <= 0.21666666865348816, then the class is Esophageal Carcinoma."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND TMB (nonsynonymous) > 0.21666666865348816 AND Diagnosis Age <= 59.5 AND SNP_event > 832.5 AND chr_18 is 0 AND Hugo_Symbol <= 411.5 AND chr_8 is 0 AND Protein_position > 456.0 AND Codons <= 869.0 AND chr_3 is 1 AND Start_Position <= 178936088.0, then the class is Colorectal Carcinoma."
Esophageal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND TMB (nonsynonymous) > 0.18333333730697632 AND Diagnosis Age <= 59.5 AND SNP_event > 832.5 AND Start_Position > 178936088.0 AND chr_18 is 0 AND Hugo_Symbol <= 411.5 AND chr_8 is 0 AND Protein_position > 456.0 AND Codons <= 869.0 AND chr_3 is 1, then the class is Esophageal Carcinoma."
Liver Hepatocellular Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND TMB (nonsynonymous) > 0.18333333730697632 AND Diagnosis Age <= 59.5 AND SNP_event > 832.5 AND Start_Position > 30723113.0 AND chr_18 is 0 AND Codons > 869.0 AND Hugo_Symbol <= 411.5 AND chr_8 is 0 AND Protein_position <= 540.0, then the class is Liver Hepatocellular Carcinoma."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND TMB (nonsynonymous) > 0.18333333730697632 AND Diagnosis Age <= 56.5 AND SNP_event > 832.5 AND Start_Position > 30723113.0 AND chr_18 is 0 AND Codons > 869.0 AND Hugo_Symbol <= 411.5 AND chr_8 is 0 AND Protein_position > 540.0 AND chr_7 is 0, then the class is Colorectal Carcinoma."
Pancreatic Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND TMB (nonsynonymous) > 0.18333333730697632 AND SNP_event > 832.5 AND Start_Position > 30723113.0 AND chr_18 is 0 AND Codons > 869.0 AND Hugo_Symbol <= 411.5 AND chr_8 is 0 AND Protein_position > 540.0 AND chr_7 is 0 AND Diagnosis Age > 56.5, then the class is Pancreatic Cancer."
Intrahepatic Cholangiocarcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND TMB (nonsynonymous) > 0.18333333730697632 AND Diagnosis Age <= 59.5 AND SNP_event > 832.5 AND Start_Position > 30723113.0 AND chr_18 is 0 AND Codons > 869.0 AND Hugo_Symbol <= 411.5 AND chr_8 is 0 AND Protein_position > 540.0 AND chr_7 is 1, then the class is Intrahepatic Cholangiocarcinoma."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND TMB (nonsynonymous) > 0.18333333730697632 AND Diagnosis Age <= 59.5 AND SNP_event > 832.5 AND Protein_position <= 1305.5 AND Start_Position > 30723113.0 AND chr_18 is 0 AND Codons > 601.5 AND Hugo_Symbol <= 411.5 AND chr_8 is 1, then the class is Colorectal Carcinoma."
Intrahepatic Cholangiocarcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 411.5 AND TMB (nonsynonymous) > 0.15000000596046448 AND Diagnosis Age <= 59.5 AND SNP_event > 832.5 AND Protein_position <= 1305.5 AND Start_Position > 30723113.0 AND chr_18 is 0 AND Codons > 601.5 AND Exon_Number <= 374.5, then the class is Intrahepatic Cholangiocarcinoma."
Esophageal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 411.5 AND TMB (nonsynonymous) > 0.15000000596046448 AND Diagnosis Age <= 59.5 AND Protein_position <= 1305.5 AND Start_Position > 30723113.0 AND chr_18 is 0 AND Codons > 601.5 AND Exon_Number > 374.5 AND SNP_event <= 1050.5, then the class is Esophageal Carcinoma."
Soft Tissue Sarcoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 411.5 AND TMB (nonsynonymous) > 0.15000000596046448 AND Diagnosis Age <= 59.5 AND SNP_event > 1050.5 AND Protein_position <= 1305.5 AND Start_Position > 30723113.0 AND chr_18 is 0 AND Codons > 601.5 AND Exon_Number > 374.5, then the class is Soft Tissue Sarcoma."
Esophageal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 288.5 AND TMB (nonsynonymous) > 0.15000000596046448 AND Diagnosis Age <= 59.5 AND SNP_event > 832.5 AND Protein_position <= 1305.5 AND chr_18 is 0 AND Codons > 2673.5 AND Start_Position <= 165751340.0 AND chr_10 is 0, then the class is Esophageal Carcinoma."
Gastric Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 288.5 AND TMB (nonsynonymous) > 0.15000000596046448 AND Diagnosis Age <= 59.5 AND SNP_event > 832.5 AND Protein_position <= 1305.5 AND chr_18 is 0 AND Codons > 2673.5 AND Start_Position <= 165751340.0 AND chr_10 is 1, then the class is Gastric Cancer."
Extrahepatic Cholangiocarcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 288.5 AND TMB (nonsynonymous) > 0.15000000596046448 AND Diagnosis Age <= 59.5 AND SNP_event > 832.5 AND Protein_position <= 1305.5 AND Start_Position > 165751340.0 AND chr_18 is 0 AND Codons > 2673.5, then the class is Extrahepatic Cholangiocarcinoma."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 288.5 AND TMB (nonsynonymous) > 0.15000000596046448 AND Diagnosis Age <= 59.5 AND SNP_event > 832.5 AND Codons <= 3314.5 AND Protein_position <= 356.5 AND chr_18 is 1 AND Start_Position <= 46982024.0, then the class is Colorectal Carcinoma."
Intrahepatic Cholangiocarcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 288.5 AND TMB (nonsynonymous) > 0.15000000596046448 AND Diagnosis Age <= 56.5 AND SNP_event > 832.5 AND Codons <= 3314.5 AND Protein_position <= 356.5 AND Start_Position > 46982024.0 AND chr_18 is 1, then the class is Intrahepatic Cholangiocarcinoma."
Extrahepatic Cholangiocarcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 288.5 AND TMB (nonsynonymous) > 0.15000000596046448 AND SNP_event > 832.5 AND Codons <= 3314.5 AND Protein_position <= 356.5 AND Start_Position > 46982024.0 AND chr_18 is 1 AND Diagnosis Age > 56.5, then the class is Extrahepatic Cholangiocarcinoma."
Pancreatic Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 288.5 AND TMB (nonsynonymous) > 0.15000000596046448 AND Diagnosis Age <= 56.5 AND SNP_event > 832.5 AND Codons <= 3314.5 AND Start_Position > 7578237.5 AND chr_18 is 1 AND Protein_position > 356.5, then the class is Pancreatic Cancer."
Pancreatic Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 288.5 AND TMB (nonsynonymous) > 0.15000000596046448 AND SNP_event > 832.5 AND Codons <= 1298.0 AND Start_Position > 7578237.5 AND chr_18 is 1 AND Protein_position > 356.5 AND Diagnosis Age > 56.5, then the class is Pancreatic Cancer."
Extrahepatic Cholangiocarcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 288.5 AND TMB (nonsynonymous) > 0.15000000596046448 AND SNP_event > 832.5 AND Start_Position > 7578237.5 AND chr_18 is 1 AND Protein_position > 356.5 AND Diagnosis Age > 56.5 AND Codons > 1298.0, then the class is Extrahepatic Cholangiocarcinoma."
Intrahepatic Cholangiocarcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 288.5 AND Protein_position > 1305.5 AND TMB (nonsynonymous) > 0.15000000596046448 AND Diagnosis Age <= 55.5 AND SNP_event > 832.5 AND Codons <= 3314.5, then the class is Intrahepatic Cholangiocarcinoma."
Liver Hepatocellular Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 288.5 AND TMB (nonsynonymous) > 0.15000000596046448 AND SNP_event > 832.5 AND Codons <= 3314.5 AND Diagnosis Age > 55.5 AND Protein_position <= 2153.0, then the class is Liver Hepatocellular Carcinoma."
Pancreatic Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 288.5 AND Protein_position > 2153.0 AND TMB (nonsynonymous) > 0.15000000596046448 AND SNP_event > 832.5 AND Codons <= 3314.5 AND Diagnosis Age > 55.5 AND chr_8 is 0 AND End_Position <= 133986240.0, then the class is Pancreatic Cancer."
Extrahepatic Cholangiocarcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 288.5 AND Protein_position > 2153.0 AND TMB (nonsynonymous) > 0.15000000596046448 AND SNP_event > 832.5 AND Codons <= 3314.5 AND Diagnosis Age > 55.5 AND chr_8 is 0 AND End_Position > 133986240.0, then the class is Extrahepatic Cholangiocarcinoma."
Esophageal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 288.5 AND Protein_position > 2153.0 AND TMB (nonsynonymous) > 0.15000000596046448 AND SNP_event > 832.5 AND Codons <= 3314.5 AND Diagnosis Age > 55.5 AND chr_8 is 1, then the class is Esophageal Carcinoma."
Gastric Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Protein_position > 12.5 AND TMB (nonsynonymous) > 0.15000000596046448 AND SNP_event > 832.5 AND Codons <= 712.0 AND Diagnosis Age > 59.5 AND Start_Position <= 6033091.0, then the class is Gastric Cancer."
Esophageal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) > 0.15000000596046448 AND SNP_event > 832.5 AND Diagnosis Age > 59.5 AND Start_Position <= 6033091.0 AND Codons > 712.0 AND Protein_position <= 208.5, then the class is Esophageal Carcinoma."
Gastric Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Protein_position > 208.5 AND TMB (nonsynonymous) > 0.15000000596046448 AND SNP_event > 832.5 AND Diagnosis Age > 59.5 AND Start_Position <= 6033091.0 AND Codons > 712.0, then the class is Gastric Cancer."
Non Small Cell Lung Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Protein_position > 12.5 AND TMB (nonsynonymous) > 0.15000000596046448 AND SNP_event > 832.5 AND Codons <= 2316.5 AND Diagnosis Age > 59.5 AND Start_Position <= 7577523.5, then the class is Non Small Cell Lung Cancer."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Protein_position > 12.5 AND Codons <= 2316.5 AND Diagnosis Age > 59.5 AND Start_Position > 7577523.5 AND chr_13 is 0 AND Exon_Number <= 1015.0 AND SNP_event <= 1267.5 AND End_Position <= 8677071.0 AND TMB (nonsynonymous) <= 0.18333333730697632, then the class is Colorectal Carcinoma."
Pancreatic Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Protein_position > 12.5 AND TMB (nonsynonymous) > 0.18333333730697632 AND Codons <= 2316.5 AND Diagnosis Age > 59.5 AND Start_Position > 7577523.5 AND chr_13 is 0 AND Exon_Number <= 1015.0 AND SNP_event <= 1267.5 AND End_Position <= 8677071.0, then the class is Pancreatic Cancer."
Pancreatic Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Protein_position > 12.5 AND TMB (nonsynonymous) > 0.15000000596046448 AND Codons <= 2316.5 AND Diagnosis Age > 59.5 AND Start_Position > 7577523.5 AND chr_13 is 0 AND Exon_Number <= 1015.0 AND SNP_event <= 1267.5 AND End_Position > 8677071.0, then the class is Pancreatic Cancer."
Esophageal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) > 0.15000000596046448 AND SNP_event > 1267.5 AND Codons <= 2316.5 AND Diagnosis Age > 59.5 AND Start_Position > 7577523.5 AND chr_13 is 0 AND Exon_Number <= 1015.0 AND Protein_position <= 92.5, then the class is Esophageal Carcinoma."
Liver Hepatocellular Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) > 0.15000000596046448 AND SNP_event > 1267.5 AND Codons <= 2316.5 AND Diagnosis Age > 59.5 AND Start_Position > 7577523.5 AND chr_13 is 0 AND Exon_Number <= 1015.0 AND Protein_position > 92.5, then the class is Liver Hepatocellular Carcinoma."
Pancreatic Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Protein_position > 175.0 AND TMB (nonsynonymous) > 0.15000000596046448 AND SNP_event > 1267.5 AND Codons <= 2316.5 AND Diagnosis Age > 59.5 AND Start_Position > 7577523.5 AND chr_13 is 0 AND Exon_Number <= 1015.0, then the class is Pancreatic Cancer."
Gastric Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Protein_position > 12.5 AND TMB (nonsynonymous) > 0.15000000596046448 AND SNP_event > 832.5 AND Codons <= 2316.5 AND Diagnosis Age > 59.5 AND Start_Position > 7577523.5 AND chr_13 is 0 AND Exon_Number > 1015.0, then the class is Gastric Cancer."
Gastric Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Protein_position > 12.5 AND TMB (nonsynonymous) > 0.15000000596046448 AND SNP_event > 832.5 AND Codons <= 2316.5 AND Diagnosis Age > 59.5 AND Start_Position > 7577523.5 AND chr_13 is 1, then the class is Gastric Cancer."
Esophageal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Protein_position > 12.5 AND TMB (nonsynonymous) > 0.15000000596046448 AND SNP_event > 832.5 AND Diagnosis Age > 59.5 AND Start_Position > 6033091.0 AND Codons > 2316.5, then the class is Esophageal Carcinoma."
Gastric Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) > 0.15000000596046448 AND SNP_event > 832.5 AND Codons <= 2962.5 AND Diagnosis Age > 59.5 AND Start_Position <= 128599328.0 AND chr_18 is 0 AND Protein_position <= 3387.5 AND chr_6 is 0 AND chr_1 is 0, then the class is Gastric Cancer."
Gastric Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND SNP_event > 832.5 AND Codons <= 2962.5 AND Diagnosis Age > 59.5 AND Start_Position <= 128599328.0 AND chr_18 is 0 AND Protein_position <= 3387.5 AND chr_6 is 0 AND chr_1 is 1 AND TMB (nonsynonymous) <= 0.20000000298023224, then the class is Gastric Cancer."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) > 0.20000000298023224 AND SNP_event > 832.5 AND Codons <= 2962.5 AND Diagnosis Age > 59.5 AND Start_Position <= 128599328.0 AND chr_18 is 0 AND Protein_position <= 3387.5 AND chr_6 is 0 AND chr_1 is 1, then the class is Colorectal Carcinoma."
Pancreatic Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) > 0.15000000596046448 AND SNP_event > 832.5 AND Codons <= 2962.5 AND Diagnosis Age > 59.5 AND Start_Position <= 128599328.0 AND chr_18 is 0 AND Protein_position <= 3387.5 AND chr_6 is 1, then the class is Pancreatic Cancer."
Pancreatic Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Protein_position > 3387.5 AND TMB (nonsynonymous) > 0.15000000596046448 AND SNP_event > 832.5 AND Codons <= 2962.5 AND Diagnosis Age > 59.5 AND Start_Position <= 128599328.0 AND chr_18 is 0, then the class is Pancreatic Cancer."
Liver Hepatocellular Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Protein_position > 12.5 AND TMB (nonsynonymous) > 0.15000000596046448 AND SNP_event > 832.5 AND Diagnosis Age > 59.5 AND Start_Position <= 128599328.0 AND chr_18 is 0 AND Codons > 2962.5, then the class is Liver Hepatocellular Carcinoma."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Protein_position > 12.5 AND TMB (nonsynonymous) > 0.15000000596046448 AND SNP_event > 832.5 AND Codons <= 3314.5 AND Diagnosis Age > 59.5 AND Start_Position <= 128599328.0 AND chr_18 is 1, then the class is Colorectal Carcinoma."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Protein_position > 12.5 AND TMB (nonsynonymous) > 0.15000000596046448 AND SNP_event > 832.5 AND Codons <= 3314.5 AND Diagnosis Age > 59.5 AND Start_Position <= 141762384.0, then the class is Colorectal Carcinoma."
Liver Hepatocellular Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Protein_position > 12.5 AND SNP_event > 832.5 AND Codons <= 3314.5 AND Diagnosis Age > 59.5 AND TMB (nonsynonymous) <= 0.21666666865348816 AND Start_Position <= 163358616.0, then the class is Liver Hepatocellular Carcinoma."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Protein_position > 12.5 AND SNP_event > 832.5 AND Codons <= 3314.5 AND Diagnosis Age > 59.5 AND Start_Position > 163358616.0 AND TMB (nonsynonymous) <= 0.21666666865348816, then the class is Colorectal Carcinoma."
Gastric Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) > 0.21666666865348816 AND SNP_event > 832.5 AND Codons <= 3314.5 AND Diagnosis Age > 59.5 AND Start_Position > 141762384.0 AND Protein_position <= 638.5, then the class is Gastric Cancer."
Pancreatic Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Protein_position > 638.5 AND TMB (nonsynonymous) > 0.21666666865348816 AND SNP_event > 832.5 AND Codons <= 3314.5 AND Diagnosis Age > 59.5 AND Start_Position > 141762384.0, then the class is Pancreatic Cancer."
